1067;Bengt Eklund
1068;Nine-Christine Jönsson
1069;Ryan O'Neal
1070;Madeline Kahn
1071;Peter Bogdanovich
1072;Mel Damski
1073;Gene Wilder
1074;Carol Kane
1075;Franco Amurri
1076;Frank Silvera
1077;Irene Kane
1078;Pierce Brosnan
1079;Shashi Kapoor
1080;Nicholas Meyer
1081;Valerie Kaprisky
1082;Jim McBride
1083;Caroline Kava
1084;Julie Kavner
1085;Penny Marshall
1086;Diane Keaton
1087;Sam Shepard
1088;William Atherton
1089;Al Pacino
1090;Martin Potter
1091;Hiram Keller
1092;George C. Scott
1093;Marthe Keller
1094;John G. Avildsen
1095;Alan Arkin
1096;Sally Kellerman
1097;Clark Gable
1098;Grace Kelly
1099;Otto Kruger
1100;Nancy Kelly
1101;Walter Colmes
1102;Henry King
1103;Henry Jones
1104;Mervyn LeRoy
1105;Mel Gibson
1106;Patsy Kensit
1107;Mark Herman
1108;Richard Barthelmess
1109;Barbara Kent
1110;Millard Webb
1111;Margot Kidder
1112;Christopher Reeve
1113;Hussein Waris
1114;Sam Neill
1115;Nicole Kidman
1116;Tony Scott
1117;Anton Glanzelius
1118;Melinda Kinnaman
1119;Nastassia Kinski
1120;Harry Dean Stanton
1121;Sally Kirkland
1122;Michael Winner
1123;Eartha Kitt
1124;Terry Jones
1125;Gerard Kikoine
1126;Gary McCleery
1127;Margaret Klenck
1128;Rick King
1129;Shirley Knight
1130;Scott Wilson
1131;Maja Komorowska
1132;Krzystoff Zanussi
1133;Mary Kornman
1134;Paul Hogan
1135;Linda Kozlowski
1136;John Cornell
1137;Peter Faiman
1138;Lisa Kreuzer
1139;Alice Krige
1140;Gary Graham
1141;Sylvia Kristel
1142;Philippe Blot
1143;Josef Sommer
1144;Christopher Coppola
1145;Kelly Kruize
1146;Masatoshi Nagase
1147;Youki Kudoh
1148;Jim Jarmusch
1149;Denice Kumagai
1150;Ted Post
1151;John Goodman
1152;Swoosie Kurtz
1153;David Byrne
1154;Masayuki Mori
1155;Machiki Kyô
1156;Kenji Mizoguchi
1157;Diane Ladd
1158;Martin B. Cohen
1159;Arliss Howard
1160;Christine Lahti
1161;John Badham
1162;Judd Hirsch
1163;Leonard Nimoy
1164;Audrey Landers
1165;Donald Most
1166;Judy Landers
1167;Ken Blancato
1168;Matt Dillon
1169;Diane Lane
1170;Ben Bolt
1171;C. Thomas Howell
1172;Charles Finch
1173;Walter Hill
1174;Jessica Lange
1175;Taylor Hackford
1176;Whip Wilson
1177;Christine Larson
1178;Carole Laure
1179;Christopher Gable
1180;Twiggy Lawson
1181;Steven Seagal
1182;Kelly LeBrock
1183;Bruce Malmuth
1184;Janet Leigh
1185;Josef von Sternberg
1186;David Neidorf
1187;Jennifer Jason Leigh
1188;John Stockwell
1189;Vivien Leigh
1190;Charlotte Lewis
1191;Virna Lisi
1192;Rod Amateau
1193;Alberto Lattuada
1194;Emily Lloyd
1195;Rosalind Lloyd
1196;Andrew V. McLaglen
1197;Sondra Locke
1198;Michael Barry
1199;Robert Townsend
1200;Margaret Lockwood
1201;Bob Peck
1202;Phyllis Logan
1203;Harry Hook
1204;Terry-Thomas
1205;Marie Lohr
1206;Robert Armstrong
1207;Carole Lombard
1208;Howard Higgin
1209;Robert Montgomery
1210;Francois Cluzet
1211;Lonette McKee
1212;David Rayfield
1213;Shelley Long
1214;Curtis Hanson
1215;Powers Boothe
1216;Emily Longstreth
1217;Lesli Linka Glatter
1218;Robin Nichol
1219;Traci Lords
1220;Stewart Dell
1221;Troy Donahue
1222;Mark Freed
1223;Sophia Loren
1224;John Hough
1225;Stphen Boyd
1226;Anthony Mann
1227;Delbert Mann
1228;Alberto Sordi
1229;Mario Mattoli
1230;Steve Railsback
1231;Boris Sagal
1232;Ettore Scola
1233;Lina Wertmuller
1234;John Gavin
1235;Robert Loggia
1236;George Peppard
1237;Billy Dee Williams
1238;Bill Allen
1239;Lori Loughlin
1240;Suzanna Love
1241;Ulli Lommel
1242;Myrna Loy
1243;Bela Lugosi
1244;William Beaudine
1245;Cherie Lunghi
1246;Jim Belushi
1247;Kelly Lynch
1248;John Hughes
1249;James Mason
1250;Sue Lyon
1251;James Spader
1252;Andie MacDowell
1253;Steven Soderbergh
1254;Peter Weir
1255;Paul Muzzcat
1256;Jan MacKenzie
1257;Shirley MacLaine
1258;James L. Brooks
1259;James Booth
1260;Joseph McGrath
1261;Robert Z'Dar
1262;Fawna MacLaren
1263;Aline MacMahon
1264;William K. Howard
1265;Madonna
1266;Harry De Winter
1267;Alek Keshishian
1268;Jeremy Pattnosh
1269;Steven Jon Lewicki
1270;Vanna White
1271;Virginia Madsen
1272;Michael Dinner
1273;Craig Sheffer
1274;Duncan Gibbins
1275;Don Johnson
1276;Magali Noel
1277;Pupella Maggio
1278;Jason Connery
1279;Luisa Maneri
1280;Sergio Martino
1281;Linda Manz
1282;Adele Mara
1283;Andrea Marcovicci
1284;Kika Markham
1285;Richard Loncraine
1286;Broderick Crawford
1287;Guilietta Masina
1288;Marsha Mason
1289;Divine
1290;Edith Massey
1291;Kevin Costner
1292;Mary Elizabeth Mastrantonio
1293;Roger Donaldson
1294;Marlee Matlin
1295;Randa Haines
1296;Carmen Maura
1297;Félix Rotaeta
1298;Keith Carradine
1299;Mimi Maynard
1300;Virginia Mayo
1301;Yaphet Kotto
1302;Rue McClanahan
1303;Gary Sherman
1304;Robby Benson
1305;Robert Carlyle
